"tue","02/01/1996", "3.685,360", "3.643,560", "n.d.", "3.685,610", "3.640,040", "30.845.504", 
"wen","03/01/1996", "3.717,720", "3.714,880", "0,88%", "3.744,880", "3.713,150", "16.577.842", 
"thu","04/01/1996", "3.718,220", "3.710,250", "0,01%", "3.725,800", "3.700,250", "17.406.236", 
"fri","05/01/1996", "3.693,530", "3.694,490", "-0,66%", "3.705,450", "3.671,420", "16.209.066", 
"mon","08/01/1996", "3.696,570", "3.696,320", "0,08%", "3.698,910", "3.679,750", "23.818.776", 
"tue","09/01/1996", "3.689,740", "3.715,740", "-0,18%", "3.718,860", "3.678,100", "18.300.088", 
"wen","10/01/1996", "3.655,730", "3.672,810", "-0,92%", "3.673,350", "3.643,410", "11.431.172", 
"thu","11/01/1996", "3.651,310", "3.633,360", "-0,12%", "3.655,980", "3.629,040", "14.043.841", 
"fri","12/01/1996", "3.679,340", "3.680,720", "0,77%", "3.691,880", "3.671,530", "13.541.413", 
"mon","15/01/1996", "3.680,100", "3.693,760", "0,02%", "3.695,420", "3.677,250", "34.630.076", 
"tue","16/01/1996", "3.703,610", "3.685,060", "0,64%", "3.705,350", "3.679,460", "13.189.304", 
"wen","17/01/1996", "3.718,280", "3.712,720", "0,40%", "3.721,100", "3.696,670", "19.504.100", 
"thu","18/01/1996", "3.735,360", "3.723,930", "0,46%", "3.742,480", "3.713,610", "14.941.214", 
"fri","19/01/1996", "3.742,090", "3.731,230", "0,18%", "3.747,820", "3.728,980", "13.294.096", 
"mon","22/01/1996", "3.733,470", "3.726,510", "-0,23%", "3.745,080", "3.721,990", "12.370.823", 
"tue","23/01/1996", "3.710,770", "3.707,790", "-0,61%", "3.718,750", "3.706,260", "10.978.781", 
"wen","24/01/1996", "3.735,830", "3.719,360", "0,68%", "3.736,220", "3.707,730", "14.805.455", 
"thu","25/01/1996", "3.753,020", "3.745,110", "0,46%", "3.768,080", "3.742,340", "16.359.971", 
"fri","26/01/1996", "3.720,670", "3.737,090", "-0,86%", "3.740,640", "3.704,480", "15.617.470", 
"mon","29/01/1996", "3.678,600", "3.689,940", "-1,13%", "3.696,840", "3.667,690", "15.751.827", 
"tue","30/01/1996", "3.707,090", "3.680,600", "0,77%", "3.708,690", "3.652,940", "18.491.740", 
"wen","31/01/1996", "3.734,490", "3.731,880", "0,74%", "3.735,360", "3.708,160", "18.329.712", 
"thu","01/02/1996", "3.750,910", "3.737,570", "0,44%", "3.751,500", "3.727,270", "15.301.724", 
"fri","02/02/1996", "3.727,370", "3.736,570", "-0,63%", "3.741,100", "3.719,600", "10.352.217", 
"mon","05/02/1996", "3.680,770", "3.687,960", "-1,25%", "3.689,790", "3.666,850", "12.071.186", 
"tue","06/02/1996", "3.694,580", "3.675,710", "0,38%", "3.694,580", "3.675,710", "9.680.816", 
"wen","07/02/1996", "3.697,910", "3.706,310", "0,09%", "3.710,540", "3.688,270", "13.335.465", 
"thu","08/02/1996", "3.660,430", "3.685,880", "-1,01%", "3.687,900", "3.646,300", "12.865.683", 
"fri","09/02/1996", "3.685,390", "3.638,880", "0,68%", "3.686,200", "3.611,810", "16.320.190", 
"mon","12/02/1996", "3.691,500", "3.687,070", "0,17%", "3.703,270", "3.682,720", "11.695.594", 
"tue","13/02/1996", "3.731,960", "3.714,810", "1,10%", "3.733,000", "3.704,050", "14.412.874", 
"wen","14/02/1996", "3.729,440", "3.720,990", "-0,07%", "3.733,960", "3.711,380", "11.399.625", 
"thu","15/02/1996", "3.786,100", "3.713,640", "1,52%", "3.786,520", "3.712,220", "15.306.406", 
"fri","16/02/1996", "3.790,050", "3.803,810", "0,10%", "3.824,160", "3.767,150", "22.691.412", 
"mon","19/02/1996", "3.781,970", "3.761,880", "-0,21%", "3.796,220", "3.761,600", "10.830.944", 
"tue","20/02/1996", "3.780,160", "3.786,550", "-0,05%", "3.795,020", "3.751,940", "12.669.424", 
"wen","21/02/1996", "3.837,440", "3.787,760", "1,52%", "3.838,140", "3.784,890", "22.320.296", 
"thu","22/02/1996", "3.863,640", "3.857,060", "0,68%", "3.880,330", "3.852,170", "20.113.808", 
"fri","23/02/1996", "3.862,120", "3.886,830", "-0,04%", "3.889,350", "3.855,930", "18.570.144", 
"mon","26/02/1996", "3.847,490", "3.852,770", "-0,38%", "3.865,980", "3.841,380", "13.412.497", 
"tue","27/02/1996", "3.858,220", "3.857,590", "0,28%", "3.860,300", "3.845,710", "15.467.211", 
"wen","28/02/1996", "3.909,890", "3.877,890", "1,34%", "3.911,470", "3.874,360", "20.842.384", 
"thu","29/02/1996", "3.915,520", "3.907,330", "0,14%", "3.916,310", "3.890,370", "22.495.180", 
"fri","01/03/1996", "3.918,170", "3.921,060", "0,07%", "3.939,480", "3.903,990", "19.600.248", 
"mon","04/03/1996", "3.713,810", "3.657,470", "-5,22%", "3.759,850", "3.657,470", "38.489.544", 
"tue","05/03/1996", "3.652,810", "3.703,600", "-1,64%", "3.710,090", "3.633,990", "24.890.832", 
"wen","06/03/1996", "3.720,770", "3.668,390", "1,86%", "3.722,310", "3.666,550", "25.121.548", 
"thu","07/03/1996", "3.755,220", "3.747,750", "0,93%", "3.756,410", "3.722,040", "18.136.352", 
"fri","08/03/1996", "3.762,310", "3.764,210", "0,19%", "3.808,500", "3.698,520", "48.062.976", 
"mon","11/03/1996", "3.703,480", "3.702,870", "-1,56%", "3.722,690", "3.664,930", "18.224.992", 
"tue","12/03/1996", "3.694,340", "3.735,670", "-0,25%", "3.741,910", "3.685,180", "13.681.578", 
"wen","13/03/1996", "3.688,660", "3.714,660", "-0,15%", "3.721,320", "3.679,840", "16.987.978", 
"thu","14/03/1996", "3.700,560", "3.683,050", "0,32%", "3.701,480", "3.666,620", "15.310.284", 
"fri","15/03/1996", "3.685,820", "3.696,500", "-0,40%", "3.713,530", "3.663,550", "13.935.482", 
"mon","18/03/1996", "3.717,650", "3.690,890", "0,86%", "3.718,030", "3.683,750", "7.205.447", 
"tue","19/03/1996", "3.747,000", "3.718,850", "0,79%", "3.747,000", "3.717,140", "16.950.496", 
"wen","20/03/1996", "3.782,720", "3.737,930", "0,95%", "3.786,020", "3.732,450", "14.613.337", 
"thu","21/03/1996", "3.810,120", "3.807,520", "0,72%", "3.822,310", "3.794,000", "13.292.595", 
"fri","22/03/1996", "3.791,540", "3.803,040", "-0,49%", "3.804,940", "3.784,140", "12.538.928", 
"mon","25/03/1996", "3.842,370", "3.791,920", "1,34%", "3.848,890", "3.791,760", "11.472.643", 
"tue","26/03/1996", "3.823,650", "3.839,810", "-0,49%", "3.844,330", "3.817,430", "10.791.147", 
"wen","27/03/1996", "3.839,410", "3.831,560", "0,41%", "3.846,070", "3.826,600", "11.731.303", 
"thu","28/03/1996", "3.830,190", "3.817,790", "-0,24%", "3.830,250", "3.796,600", "13.377.133", 
"fri","29/03/1996", "3.857,120", "3.830,860", "0,70%", "3.862,590", "3.823,150", "6.912.947", 
"mon","01/04/1996", "3.862,660", "3.852,170", "0,14%", "3.865,770", "3.840,180", "10.295.196", 
"tue","02/04/1996", "3.879,910", "3.856,240", "0,45%", "3.879,910", "3.856,070", "15.090.951", 
"wen","03/04/1996", "3.894,780", "3.905,710", "0,38%", "3.908,660", "3.883,110", "6.327.002", 
"mon","08/04/1996", "3.850,640", "3.870,590", "-1,13%", "3.872,190", "3.830,230", "14.524.889", 
"tue","09/04/1996", "3.886,220", "3.854,380", "0,92%", "3.889,070", "3.854,380", "16.106.763", 
"wen","10/04/1996", "3.911,010", "3.899,610", "0,64%", "3.917,840", "3.890,210", "12.031.387", 
"thu","11/04/1996", "3.888,720", "3.887,810", "-0,57%", "3.909,280", "3.875,520", "12.574.190", 
"fri","12/04/1996", "3.918,120", "3.903,220", "0,76%", "3.921,060", "3.889,030", "13.762.546", 
"mon","15/04/1996", "3.949,600", "3.924,720", "0,80%", "3.950,580", "3.924,720", "16.638.832", 
"tue","16/04/1996", "3.954,220", "3.956,840", "0,12%", "3.961,880", "3.944,910", "18.073.588", 
"wen","17/04/1996", "3.964,210", "3.943,690", "0,25%", "3.965,430", "3.933,260", "22.462.728", 
"thu","18/04/1996", "3.984,590", "3.960,040", "0,51%", "3.995,640", "3.950,830", "20.359.616", 
"fri","19/04/1996", "4.038,510", "3.987,740", "1,35%", "4.038,900", "3.982,830", "18.071.948", 
"mon","22/04/1996", "4.070,340", "4.047,020", "0,79%", "4.084,300", "4.047,020", "16.387.253", 
"tue","23/04/1996", "4.058,530", "4.058,350", "-0,29%", "4.071,550", "4.040,570", "18.440.458", 
"wen","24/04/1996", "4.070,560", "4.054,220", "0,30%", "4.086,550", "4.052,230", "21.844.988", 
"thu","25/04/1996", "4.096,040", "4.085,880", "0,63%", "4.098,420", "4.075,850", "27.137.400", 
"fri","26/04/1996", "4.124,310", "4.096,460", "0,69%", "4.124,380", "4.096,460", "22.324.944", 
"mon","29/04/1996", "4.112,150", "4.100,680", "-0,29%", "4.139,840", "4.093,500", "17.420.008", 
"tue","30/04/1996", "4.082,900", "4.096,330", "-0,71%", "4.099,830", "4.076,000", "13.688.899", 
"thu","02/05/1996", "4.060,350", "4.071,770", "-0,55%", "4.078,830", "4.057,760", "7.754.063", 
"fri","03/05/1996", "4.060,800", "4.036,650", "0,01%", "4.060,950", "4.014,870", "15.111.181", 
"mon","06/05/1996", "4.062,870", "4.048,480", "0,05%", "4.073,620", "4.046,110", "17.877.112", 
"tue","07/05/1996", "4.036,530", "4.067,530", "-0,65%", "4.067,610", "4.028,830", "17.049.904", 
"wen","08/05/1996", "4.004,050", "4.035,480", "-0,80%", "4.035,860", "3.987,290", "17.144.200", 
"thu","09/05/1996", "4.015,090", "4.014,620", "0,28%", "4.019,480", "3.980,630", "10.261.871", 
"fri","10/05/1996", "4.057,870", "4.012,290", "1,07%", "4.059,280", "4.006,870", "20.105.496", 
"mon","13/05/1996", "4.062,850", "4.062,420", "0,12%", "4.077,660", "4.056,630", "13.989.447", 
"tue","14/05/1996", "4.068,950", "4.066,280", "0,15%", "4.071,290", "4.041,910", "15.817.395", 
"wen","15/05/1996", "4.077,440", "4.064,020", "0,21%", "4.077,630", "4.061,390", "17.837.720", 
"thu","16/05/1996", "4.067,580", "4.064,550", "-0,24%", "4.069,230", "4.058,300", "14.994.717", 
"fri","17/05/1996", "4.109,720", "4.069,360", "1,04%", "4.110,070", "4.062,860", "12.415.568", 
"mon","20/05/1996", "4.143,450", "4.121,020", "0,82%", "4.156,670", "4.121,020", "13.147.334", 
"tue","21/05/1996", "4.155,150", "4.157,910", "0,28%", "4.158,020", "4.142,390", "10.910.455", 
"wen","22/05/1996", "4.128,140", "4.140,060", "-0,65%", "4.140,450", "4.118,610", "5.692.337", 
"thu","23/05/1996", "4.137,620", "4.140,130", "0,23%", "4.152,070", "4.127,560", "21.390.764", 
"fri","24/05/1996", "4.137,510", "4.127,200", "-0,00%", "4.142,520", "4.121,140", "15.909.055", 
"mon","27/05/1996", "4.150,700", "4.129,400", "0,32%", "4.151,860", "4.128,260", "18.989.548", 
"tue","28/05/1996", "4.166,860", "4.156,610", "0,39%", "4.189,840", "4.156,610", "17.880.344", 
"wen","29/05/1996", "4.155,250", "4.152,170", "-0,28%", "4.167,320", "4.145,440", "14.558.310", 
"thu","30/05/1996", "4.126,020", "4.134,140", "-0,70%", "4.137,930", "4.109,650", "13.532.187", 
"fri","31/05/1996", "4.111,660", "4.125,540", "-0,35%", "4.131,370", "4.101,880", "13.538.632", 
"mon","03/06/1996", "4.088,690", "4.091,910", "-0,56%", "4.092,870", "4.064,610", "20.016.712", 
"tue","04/06/1996", "4.116,540", "4.092,900", "0,68%", "4.117,700", "4.086,300", "22.483.136", 
"wen","05/06/1996", "4.125,180", "4.115,110", "0,21%", "4.130,120", "4.113,410", "11.848.683", 
"thu","06/06/1996", "4.168,380", "4.132,650", "1,05%", "4.172,710", "4.131,610", "21.612.852", 
"fri","07/06/1996", "4.136,470", "4.158,920", "-0,77%", "4.191,390", "4.106,380", "18.346.132", 
"mon","10/06/1996", "4.173,200", "4.154,860", "0,89%", "4.184,690", "4.154,470", "14.360.264", 
"tue","11/06/1996", "4.224,400", "4.162,930", "1,23%", "4.225,700", "4.159,400", "8.173.921", 
"wen","12/06/1996", "4.255,570", "4.233,770", "0,74%", "4.262,730", "4.229,010", "10.885.819", 
"thu","13/06/1996", "4.241,980", "4.239,070", "-0,32%", "4.259,280", "4.234,000", "13.229.380", 
"fri","14/06/1996", "4.237,120", "4.226,660", "-0,11%", "4.240,640", "4.213,340", "16.346.460", 
"mon","17/06/1996", "4.224,000", "4.229,970", "-0,31%", "4.234,940", "4.206,380", "12.641.557", 
"tue","18/06/1996", "4.240,120", "4.209,960", "0,38%", "4.242,190", "4.194,840", "17.848.728", 
"wen","19/06/1996", "4.228,230", "4.230,580", "-0,28%", "4.255,760", "4.214,840", "17.064.272", 
"thu","20/06/1996", "4.211,520", "4.216,490", "-0,40%", "4.223,490", "4.198,300", "14.599.753", 
"fri","21/06/1996", "4.241,490", "4.202,440", "0,71%", "4.246,870", "4.202,440", "13.513.845", 
"mon","24/06/1996", "4.264,440", "4.247,630", "0,54%", "4.272,460", "4.242,860", "13.332.619", 
"tue","25/06/1996", "4.269,440", "4.267,690", "0,12%", "4.291,450", "4.263,110", "14.454.695", 
"wen","26/06/1996", "4.257,950", "4.251,890", "-0,27%", "4.266,990", "4.246,170", "9.250.833", 
"thu","27/06/1996", "4.233,100", "4.242,050", "-0,58%", "4.254,760", "4.223,900", "14.100.430", 
"fri","28/06/1996", "4.264,100", "4.231,760", "0,73%", "4.267,370", "4.227,670", "10.072.271", 
"mon","01/07/1996", "4.278,310", "4.242,040", "0,33%", "4.281,610", "4.237,570", "8.300.843", 
"tue","02/07/1996", "4.255,910", "4.289,750", "-0,52%", "4.306,480", "4.248,490", "11.325.070", 
"wen","03/07/1996", "4.228,710", "4.247,930", "-0,64%", "4.259,440", "4.225,990", "9.910.469", 
"thu","04/07/1996", "4.249,690", "4.232,280", "0,50%", "4.254,550", "4.232,000", "14.842.790", 
"fri","05/07/1996", "4.192,680", "4.238,070", "-1,34%", "4.246,490", "4.175,920", "11.986.980", 
"mon","08/07/1996", "4.193,010", "4.167,490", "0,01%", "4.193,290", "4.145,450", "10.557.024", 
"tue","09/07/1996", "4.209,990", "4.181,890", "0,40%", "4.217,730", "4.181,890", "15.484.641", 
"wen","10/07/1996", "4.177,380", "4.214,390", "-0,77%", "4.221,040", "4.170,340", "13.431.394", 
"thu","11/07/1996", "4.151,170", "4.164,230", "-0,63%", "4.177,300", "4.131,170", "28.487.936", 
"fri","12/07/1996", "4.114,650", "4.131,650", "-0,88%", "4.141,940", "4.107,890", "23.293.738", 
"mon","15/07/1996", "4.056,760", "4.099,770", "-1,41%", "4.105,460", "4.050,490", "14.048.676", 
"tue","16/07/1996", "3.985,460", "3.979,680", "-1,76%", "4.040,830", "3.953,530", "12.145.895", 
"wen","17/07/1996", "4.001,930", "4.026,060", "0,41%", "4.041,540", "3.994,960", "9.410.764", 
"thu","18/07/1996", "4.037,050", "4.027,360", "0,88%", "4.051,630", "4.022,360", "8.365.661", 
"fri","19/07/1996", "4.055,100", "4.080,200", "0,45%", "4.091,170", "4.043,090", "11.216.970", 
"mon","22/07/1996", "3.995,540", "4.049,890", "-1,47%", "4.056,110", "3.986,390", "8.491.529", 
"tue","23/07/1996", "4.029,900", "3.992,860", "0,86%", "4.029,960", "3.988,960", "8.665.382", 
"wen","24/07/1996", "3.976,450", "3.991,510", "-1,33%", "3.994,890", "3.950,640", "10.669.606", 
"thu","25/07/1996", "4.010,800", "3.983,310", "0,86%", "4.012,900", "3.962,460", "9.952.953", 
"fri","26/07/1996", "3.964,250", "4.025,730", "-1,16%", "4.025,880", "3.954,850", "11.163.220", 
"mon","29/07/1996", "3.935,670", "3.975,850", "-0,72%", "3.975,850", "3.910,650", "12.468.168", 
"tue","30/07/1996", "3.932,400", "3.916,120", "-0,08%", "3.947,970", "3.890,580", "7.649.305", 
"wen","31/07/1996", "3.979,350", "3.944,610", "1,19%", "3.983,660", "3.918,620", "12.870.086", 
"thu","01/08/1996", "4.039,980", "4.001,320", "1,52%", "4.046,430", "3.992,180", "11.562.043", 
"fri","02/08/1996", "4.120,210", "4.055,560", "1,99%", "4.124,600", "4.050,100", "7.834.764", 
"mon","05/08/1996", "4.130,150", "4.130,610", "0,24%", "4.145,370", "4.116,650", "8.092.035", 
"tue","06/08/1996", "4.101,000", "4.109,720", "-0,71%", "4.117,470", "4.094,550", "5.275.637", 
"wen","07/08/1996", "4.072,380", "4.112,190", "-0,70%", "4.112,190", "4.063,900", "8.252.181", 
"thu","08/08/1996", "4.070,070", "4.068,870", "-0,06%", "4.084,840", "4.048,060", "6.413.878", 
"fri","09/08/1996", "4.030,510", "4.054,870", "-0,97%", "4.058,930", "4.010,500", "6.128.423", 
"mon","12/08/1996", "4.018,870", "4.003,850", "-0,29%", "4.026,700", "3.994,820", "7.858.079", 
"tue","13/08/1996", "4.030,620", "4.028,940", "0,29%", "4.056,350", "4.023,770", "7.994.202", 
"wen","14/08/1996", "4.025,690", "4.027,070", "-0,12%", "4.034,240", "4.016,120", "9.298.192", 
"fri","16/08/1996", "4.052,040", "4.033,720", "0,65%", "4.057,190", "4.031,980", "10.618.619", 
"mon","19/08/1996", "4.012,260", "4.048,160", "-0,98%", "4.048,160", "4.002,790", "10.348.540", 
"tue","20/08/1996", "4.022,230", "4.013,210", "0,25%", "4.025,260", "4.003,250", "3.645.147", 
"wen","21/08/1996", "3.997,780", "4.018,850", "-0,61%", "4.019,030", "3.985,500", "10.778.652", 
"thu","22/08/1996", "4.060,150", "4.000,760", "1,56%", "4.063,100", "3.998,410", "10.067.219", 
"fri","23/08/1996", "4.069,950", "4.067,540", "0,24%", "4.079,970", "4.038,680", "10.312.577", 
"mon","26/08/1996", "4.040,990", "4.030,850", "-0,71%", "4.055,540", "4.025,960", "9.344.489", 
"tue","27/08/1996", "4.075,530", "4.034,240", "0,85%", "4.078,360", "4.032,650", "5.024.034", 
"wen","28/08/1996", "4.084,460", "4.085,250", "0,22%", "4.099,690", "4.078,800", "11.241.288", 
"thu","29/08/1996", "4.046,180", "4.085,430", "-0,94%", "4.088,210", "4.038,840", "11.196.485", 
"fri","30/08/1996", "4.025,470", "4.033,420", "-0,51%", "4.057,480", "4.013,060", "10.902.160", 
"mon","02/09/1996", "4.033,560", "4.023,650", "0,20%", "4.042,840", "4.020,430", "10.920.046", 
"tue","03/09/1996", "4.004,000", "4.020,200", "-0,73%", "4.021,120", "3.969,400", "5.428.901", 
"wen","04/09/1996", "3.966,220", "4.017,930", "-0,94%", "4.025,180", "3.961,860", "9.999.390", 
"thu","05/09/1996", "3.953,330", "3.976,760", "-0,32%", "3.978,550", "3.938,590", "7.787.710", 
"fri","06/09/1996", "3.963,070", "3.935,650", "0,25%", "3.963,150", "3.898,080", "9.397.659", 
"mon","09/09/1996", "3.987,880", "3.976,510", "0,63%", "3.995,750", "3.958,840", "15.622.454", 
"tue","10/09/1996", "4.003,710", "4.006,870", "0,40%", "4.018,410", "3.990,060", "14.927.774", 
"wen","11/09/1996", "4.001,340", "3.992,690", "-0,06%", "4.004,100", "3.976,660", "19.146.564", 
"thu","12/09/1996", "4.030,440", "4.009,570", "0,73%", "4.034,280", "4.000,170", "12.345.156", 
"fri","13/09/1996", "4.079,310", "4.037,380", "1,21%", "4.090,180", "4.036,030", "12.783.884", 
"mon","16/09/1996", "4.101,630", "4.095,550", "0,55%", "4.122,410", "4.093,610", "19.925.272", 
"tue","17/09/1996", "4.083,560", "4.105,180", "-0,44%", "4.120,520", "4.072,930", "11.978.718", 
"wen","18/09/1996", "4.069,810", "4.072,020", "-0,34%", "4.105,600", "4.066,170", "11.629.738", 
"thu","19/09/1996", "4.082,200", "4.064,560", "0,30%", "4.093,100", "4.063,990", "15.372.546", 
"fri","20/09/1996", "4.093,600", "4.105,850", "0,28%", "4.115,310", "4.086,600", "20.470.598", 
"mon","23/09/1996", "4.097,980", "4.102,900", "0,11%", "4.121,230", "4.086,640", "19.749.056", 
"tue","24/09/1996", "4.135,720", "4.101,510", "0,92%", "4.136,630", "4.094,950", "13.080.255", 
"wen","25/09/1996", "4.177,830", "4.147,310", "1,02%", "4.177,830", "4.146,660", "12.104.608", 
"thu","26/09/1996", "4.213,920", "4.193,590", "0,86%", "4.226,700", "4.187,800", "13.976.500", 
"fri","27/09/1996", "4.195,060", "4.236,140", "-0,45%", "4.240,400", "4.180,830", "11.554.314", 
"mon","30/09/1996", "4.215,570", "4.184,630", "0,49%", "4.229,360", "4.167,360", "15.509.456", 
"tue","01/10/1996", "4.239,710", "4.224,650", "0,57%", "4.246,540", "4.214,350", "12.509.989", 
"wen","02/10/1996", "4.262,390", "4.250,520", "0,53%", "4.270,300", "4.248,210", "14.264.099", 
"thu","03/10/1996", "4.243,860", "4.270,370", "-0,43%", "4.271,490", "4.236,450", "19.084.494", 
"fri","04/10/1996", "4.266,300", "4.228,360", "0,53%", "4.272,290", "4.208,740", "13.150.619", 
"mon","07/10/1996", "4.271,250", "4.270,600", "0,12%", "4.289,830", "4.267,070", "16.226.894", 
"tue","08/10/1996", "4.277,060", "4.260,850", "0,14%", "4.281,480", "4.241,710", "9.448.258", 
"wen","09/10/1996", "4.257,780", "4.286,250", "-0,45%", "4.300,260", "4.248,150", "18.535.384", 
"thu","10/10/1996", "4.247,480", "4.247,660", "-0,24%", "4.264,350", "4.224,830", "18.282.386", 
"fri","11/10/1996", "4.243,070", "4.254,940", "-0,10%", "4.260,950", "4.222,940", "13.178.434", 
"mon","14/10/1996", "4.266,070", "4.245,720", "0,54%", "4.266,850", "4.218,600", "28.367.304", 
"tue","15/10/1996", "4.328,360", "4.281,810", "1,46%", "4.328,360", "4.275,380", "20.973.132", 
"wen","16/10/1996", "4.295,470", "4.313,230", "-0,76%", "4.336,630", "4.288,790", "15.766.289", 
"thu","17/10/1996", "4.322,270", "4.279,850", "0,62%", "4.332,630", "4.278,200", "13.237.210", 
"fri","18/10/1996", "4.377,370", "4.336,330", "1,27%", "4.386,540", "4.336,180", "14.702.052", 
"mon","21/10/1996", "4.402,610", "4.375,970", "0,58%", "4.404,910", "4.375,970", "11.557.784", 
"tue","22/10/1996", "4.403,410", "4.393,480", "0,02%", "4.410,740", "4.384,790", "12.833.788", 
"wen","23/10/1996", "4.384,790", "4.375,930", "-0,42%", "4.404,210", "4.371,360", "22.019.720", 
"thu","24/10/1996", "4.406,650", "4.380,260", "0,50%", "4.413,760", "4.373,250", "20.694.948", 
"fri","25/10/1996", "4.396,910", "4.389,490", "-0,22%", "4.402,180", "4.383,510", "10.353.117", 
"mon","28/10/1996", "4.383,620", "4.387,140", "-0,30%", "4.413,260", "4.378,050", "14.565.765", 
"tue","29/10/1996", "4.352,180", "4.349,530", "-0,72%", "4.364,200", "4.338,100", "14.516.609", 
"wen","30/10/1996", "4.308,770", "4.370,800", "-1,00%", "4.372,800", "4.306,690", "18.707.484", 
"thu","31/10/1996", "4.306,740", "4.300,390", "-0,05%", "4.316,470", "4.294,930", "9.668.965", 
"mon","04/11/1996", "4.316,640", "4.296,160", "0,23%", "4.324,100", "4.290,020", "12.517.561", 
"tue","05/11/1996", "4.373,870", "4.319,210", "1,33%", "4.375,460", "4.317,010", "7.703.057", 
"wen","06/11/1996", "4.427,250", "4.405,210", "1,22%", "4.427,250", "4.396,820", "13.385.381", 
"thu","07/11/1996", "4.433,720", "4.409,060", "0,15%", "4.434,370", "4.404,040", "9.533.588", 
"fri","08/11/1996", "4.428,080", "4.442,010", "-0,13%", "4.458,640", "4.415,960", "14.517.612", 
"mon","11/11/1996", "4.421,360", "4.421,380", "-0,15%", "4.432,020", "4.412,430", "25.106.552", 
"tue","12/11/1996", "4.459,540", "4.423,860", "0,86%", "4.470,100", "4.422,240", "11.783.629", 
"wen","13/11/1996", "4.469,900", "4.457,970", "0,23%", "4.470,390", "4.450,920", "18.669.840", 
"thu","14/11/1996", "4.492,910", "4.495,700", "0,51%", "4.505,040", "4.477,450", "18.078.608", 
"fri","15/11/1996", "4.489,900", "4.499,270", "-0,07%", "4.499,820", "4.458,640", "13.684.536", 
"mon","18/11/1996", "4.483,690", "4.485,960", "-0,14%", "4.496,150", "4.474,720", "14.475.181", 
"tue","19/11/1996", "4.506,850", "4.478,270", "0,52%", "4.507,560", "4.445,970", "14.899.145", 
"wen","20/11/1996", "4.512,910", "4.520,520", "0,13%", "4.530,460", "4.499,600", "22.630.746", 
"thu","21/11/1996", "4.511,570", "4.518,370", "-0,03%", "4.518,370", "4.481,900", "13.643.908", 
"fri","22/11/1996", "4.544,340", "4.506,060", "0,73%", "4.549,800", "4.503,390", "12.356.953", 
"mon","25/11/1996", "4.584,830", "4.555,620", "0,89%", "4.589,590", "4.554,960", "17.946.062", 
"tue","26/11/1996", "4.597,200", "4.597,660", "0,27%", "4.617,400", "4.586,590", "20.290.258", 
"wen","27/11/1996", "4.566,540", "4.578,560", "-0,67%", "4.584,560", "4.542,240", "18.875.710", 
"thu","28/11/1996", "4.616,720", "4.563,480", "1,10%", "4.624,300", "4.550,140", "12.141.575", 
"fri","29/11/1996", "4.667,800", "4.636,080", "1,11%", "4.667,910", "4.632,070", "13.012.504", 
"mon","02/12/1996", "4.683,500", "4.666,010", "0,34%", "4.698,500", "4.655,280", "25.753.054", 
"tue","03/12/1996", "4.757,180", "4.698,970", "1,57%", "4.758,220", "4.697,540", "16.774.344", 
"wen","04/12/1996", "4.724,530", "4.722,110", "-0,69%", "4.732,380", "4.707,730", "16.990.056", 
"thu","05/12/1996", "4.714,040", "4.713,690", "-0,22%", "4.747,720", "4.702,770", "19.950.880", 
"mon","09/12/1996", "4.704,110", "4.666,120", "-0,21%", "4.710,600", "4.649,340", "19.257.644", 
"tue","10/12/1996", "4.753,180", "4.755,400", "1,04%", "4.760,080", "4.731,480", "24.776.752", 
"wen","11/12/1996", "4.677,800", "4.721,740", "-1,59%", "4.732,480", "4.669,340", "20.084.688", 
"thu","12/12/1996", "4.663,870", "4.678,340", "-0,30%", "4.701,990", "4.648,970", "23.767.188", 
"fri","13/12/1996", "4.650,990", "4.619,350", "-0,28%", "4.655,820", "4.603,300", "23.643.384", 
"mon","16/12/1996", "4.750,390", "4.699,640", "2,14%", "4.750,740", "4.695,990", "35.636.784", 
"tue","17/12/1996", "4.733,270", "4.725,500", "-0,36%", "4.764,060", "4.713,940", "14.757.225", 
"wen","18/12/1996", "4.815,560", "4.770,170", "1,74%", "4.828,960", "4.767,270", "13.246.664", 
"thu","19/12/1996", "4.908,850", "4.812,990", "1,94%", "4.911,680", "4.807,700", "22.413.954", 
"fri","20/12/1996", "4.966,750", "4.966,410", "1,18%", "5.011,140", "4.944,160", "30.195.772", 
"mon","23/12/1996", "4.996,520", "5.007,970", "0,60%", "5.008,180", "4.952,620", "30.880.668", 
"thu","26/12/1996", "5.101,760", "5.006,050", "2,11%", "5.113,970", "5.003,950", "17.295.688", 
"fri","27/12/1996", "5.107,020", "5.112,950", "0,10%", "5.188,190", "5.082,320", "20.764.036", 
"mon","30/12/1996", "5.144,950", "5.126,070", "0,74%", "5.149,480", "5.113,790", "33.247.524", 
"tue","31/12/1996", "5.154,770", "5.153,400", "0,19%", "5.217,800", "5.138,710", "35.465.784", 
"thu","02/01/1997", "5.018,550", "5.059,060", "-2,64%", "5.097,520", "5.011,440", "17.295.688", 
"fri","03/01/1997", "5.141,140", "5.026,360", "2,44%", "5.147,540", "5.026,040", "20.764.036", 
"mon","06/01/1997", "5.141,140", "5.026,360", "0,00%", "5.147,540", "5.026,040", "20.764.036", 
"tue","07/01/1997", "5.161,560", "5.211,920", "0,40%", "5.226,400", "5.136,370", "33.247.524", 
